"","Control1","Control2","Control3","M1","M2","M3"
"Ing5",2.138175,3.030717,2.960229,2.746899,2.23902,3.01714
"Pgpep1l",0,0.534346,0.25485,0.229439,0,0.469059
"Pdcd1",0.078046,0.040375,0.051066,0,0,0.368654
"Nr2f2",4.424625,5.904215,7.857708,7.666673,6.059649,7.050563
"Inpp5d",2.09228,2.826848,4.033624,2.160943,1.713741,3.981944
"Atg16l1",8.517214,9.38255,9.007241,11.220441,11.676438,10.804833
"Rab38",0.776362,1.140773,1.054891,0.661371,0.411127,0.773143
"Gm37988",0.038217,0,0.053153,0.042174,0.009384,0
"Gm10518",0,0,0,0,0,4e-05
"Marc2",62.749363,72.746078,64.296198,86.39369,76.850925,75.371909
"Pate2",0,0.097392,0.021491,0,0.02424,0.022933
"S100a16",47.304984,60.832494,44.657603,68.903794,46.942156,60.331461
"Defb33",0,0,0,0,0,0
"Msmo1",14.346693,14.697428,19.014578,22.754679,16.831949,17.397594
"Klhl2",14.149797,16.316048,25.361486,18.288131,23.1082,18.849774
"Vps37a",5.199937,5.563882,7.675709,6.228922,5.676423,4.671432
"Cnot7",14.229849,15.238547,19.035049,15.058221,14.391756,11.031421
"Fgf20",0.071282,0.203872,0.135703,0,0.020896,0
"Galnt7",3.34663,3.199871,2.743984,1.770068,1.419933,1.812983
"Sap30",3.543105,4.343408,4.326434,4.453057,3.538751,3.436798
"Grid2",0.219012,0.081717,0.256629,0.222755,0.284826,0.070164
"Denr",17.150312,15.619602,18.350622,19.348114,17.875469,15.62325
"Vmn1r27",0,0,0,0,0,0
"Zdhhc5",14.692693,15.028465,24.66699,15.474207,15.54731,18.485466
"Zfp551",0.081146,0.191264,0.425018,0.174541,0.263304,0.219214
"Ssu2",0.099425,0.062626,0.304775,0.243906,0.304019,0.356331
"Barhl2",0,0,0,0,0,0
"AI661453",2.258545,3.679179,1.777225,2.016246,1.186155,1.659063
"9030624G23Rik",0,0,0,0.015035,0,0
"Rsl1d1",24.180202,27.66852,32.382496,27.109499,21.940443,21.113607
"Sult1b1",0,0,0,0,0,0
"Ugt2a2",0,0,0,0,0,0
"Pigg",3.612666,3.818341,5.062859,2.54054,3.14884,3.023897
"Ugt2b34",0,0,0.01516,0,0,0
"Mtf2",2.676872,3.936407,4.48123,3.942814,2.936274,2.161295
"Dr1",13.022984,13.895761,17.400724,15.133678,12.023821,11.673648
"C1ql3",0.193823,0.047441,0.267256,0.192136,0.131493,0.045188
"Ccdc124",23.500201,22.948322,15.07585,26.175979,27.332607,25.586905
"Ccl2",1.045438,0.813263,1.644385,1.97146,0.852758,3.557104
"4930415L06Rik",0,0,0,0,0,0
"Pmch",0,0,0,0.065279,0,0
"Pcsk7",9.828972,10.887913,6.585631,6.6556,6.431982,7.661783
"Vmn1r203",0,0,0,0,0,0
"Vmn1r223",0,0,0,0,0,0
"Slitrk4",0.147236,0.326792,0.100343,0.192592,0.041447,0.024085
"Ly6g6f",0,0,0,0.101894,0,0
"Dhcr24",9.761124,4.323544,6.458279,6.563625,5.533599,6.779351
"Chtf8",23.715343,27.351965,28.789934,24.549956,22.433276,29.001333
"Rnf44",18.58685,22.590902,21.161065,19.223318,22.546258,25.057787
"Tent5b",1.40866,1.903912,1.183042,1.931088,0.542952,1.79518
"Enpp7",0,0,0,0,0,0
"Lce3f",0,0,0,0,0,0
"Lce1j",0,0,0,0,0,0
"Ssb",27.948504,36.581419,30.231928,36.626663,21.308332,19.482759
"Lce1i",0,0,0,0,0,0
"Lce1e",0,0,0,0,0,0
"Dolk",18.960827,19.346111,20.094021,24.156319,26.241821,26.499773
"Nek11",0,0.016444,0.012368,0,0,0
"C8a",0,0,0.026414,0,0,0
"Fnbp1",7.008467,11.150691,11.078517,8.218701,8.335757,12.335386
"Prcd",0.176679,1.186842,0.766952,0.53459,0.509736,0.746504
"Zscan25",3.277433,4.280303,3.170594,3.217492,3.434896,3.963748
"Tmed11",0,0,0,0,0,0
"Spib",0.163467,0.110587,0.268855,0.111563,0.09058,0.538605
"Il18bp",4.033163,8.33297,4.778857,2.805958,2.302407,4.644323
"Rassf9",1.601539,2.431448,2.295488,0.775855,1.23606,1.175009
"Olfr1030",0,0,0,0,0,0
"H1fx",3.911391,7.471796,2.949557,34.143719,7.321054,19.706264
"Zfp566",0.802551,1.51189,0.982562,1.161804,0.875391,1.004762
"Tbcb",18.977011,22.940046,16.425961,23.441439,20.136732,22.655655
"Haus5",2.516455,2.699371,1.904678,2.575181,2.775559,2.927501
"Slfn1",0.183256,0.195645,0.405635,0.317789,0.178474,0.674852
"U2af1l4",3.987082,6.290782,4.68401,6.553564,5.527897,15.542628
"Nyap1",0.102502,0.140125,0.073677,0.272259,0.081508,0.159826
"Sh2d5",0.015056,0.036507,0.014249,0.045841,0.022271,0.013712
"4930544D05Rik",0,0,0,0.176508,0.079083,0.080876
"Vmn1r70",0,0,0,0,0,0
"Olfr167",0,0,0,0,0,0
"Kcnh1",0.741777,1.320083,0.827347,0.114197,0.388843,0.353419
"NewGene_5968",0,0.113644,0.481023,0,0,0
"Olfr506",0,0.006035,0,0,0,0.007648
"Gm10037",0,0,0,0.269143,0.156177,0.056061
"Cpne4",0.067413,0.027129,0,0.014164,0,0.049954
"Nudt16",3.52052,4.37626,3.755502,4.62093,3.340721,5.440857
"1700080E11Rik",0,0,0,0,0,0
"Aste1",1.777554,2.090075,2.200162,3.285471,3.462079,1.844687
"Dnajc13",5.308516,5.673105,9.389273,5.305959,4.523661,6.438569
"Acpp",0.452917,0.645134,0.744932,0.42535,0.195899,0.4485
"Gnai2",92.140613,120.602993,108.568418,119.440565,100.696069,139.1941
"Mrpl3",18.148795,11.719126,12.86862,12.475363,19.454909,15.783175
"Art5",3.262276,2.862486,2.694341,2.668054,6.404776,3.525887
"Vps50",6.555189,6.318055,8.488503,5.764133,5.263471,5.653696
"Fam102b",6.935005,7.913789,15.350008,10.093281,5.562882,9.278435
"NewGene_6003",0.009178,0,0.098888,0.080848,0.057288,0.007574
"Nsmce4a",24.94499,31.309533,32.051062,27.329621,27.685251,26.794307
"NewGene_3766",0,0.102711,0.088373,0.393969,0,0
"NewGene_3767",0.317646,0.490066,0.613458,0.455811,0.175032,0.217923
"NewGene_3762",0.891798,0,0.115895,0,0,0
"NewGene_3763",0,0.178819,0,0,0,0
"Tex101",0,0,0,0,0,0
"Kbtbd4",7.389948,7.625513,7.665511,7.821041,8.473374,9.069774
"Ms4a6c",4.058814,4.919914,8.225261,6.106046,3.052631,8.464455
"Atg4a",7.325479,6.95955,10.45982,8.583473,6.874517,7.961289
"Tmem173",5.507276,8.537192,7.347722,6.259589,3.79691,8.923097
"Rspry1",4.127585,4.545457,5.658722,5.480352,3.524022,5.06022
"Gm2897",0.243865,0.182644,0.188862,0.497554,0.432276,0.17546
"Bex1",2.015155,2.157599,1.445424,1.95477,1.531581,2.165644
"Cntf",3.879525,3.076885,5.007254,4.4582,3.224417,3.681155
"Pfdn1",23.143562,22.457672,17.206209,25.182182,23.354292,18.70219
"Spink8",0,0.19464,0,0,0,0
"Gm11111",0,0,0,0,0,0
"Olfr935",0,0,0,0,0,0
"Adsl",14.013543,12.395708,12.816257,11.17798,18.028986,17.353882
"Cdc45",1.677726,1.392913,2.049843,1.389294,2.707125,2.10567
"Ranbp17",0.45639,0.593583,0.336886,0.169433,0.133649,0.201322
"Pogk",3.510733,3.867525,5.501412,3.929471,4.956767,4.666535
"Olfr39",0,0,0,0,0,0
"1110051M20Rik",4.157674,4.696942,4.413304,5.906498,3.834201,4.533376
"Rhox3e",0,0,0,0,0,0
"NewGene_6004",1.561709,1.993513,2.410344,1.497034,1.039504,0.616921
"Zfp11",0.845886,0.64239,0.939856,0.719979,0.635439,1.049592
"Zfp455",0.719585,0.854613,0.625405,0.710501,0.385985,0.372987
"Ttc24",0,0,0,0,0,0
"Mis12",4.330357,4.869711,6.281907,5.243371,3.955209,4.909513
"Ube2i",50.837682,73.815592,68.044046,62.148729,49.233565,73.335256
"Cd3eap",3.886147,4.661815,3.710034,4.413321,3.992587,4.042452
"Fbxo30",2.707419,2.592092,3.303543,2.36212,2.202621,1.953164
"Krt87",0.020938,0.14538,0.243694,0.081995,0.017242,0
"D930020B18Rik",0,0.019822,0,0,0,0
"Exosc10",10.746755,11.749176,14.324859,9.849211,10.036532,13.245882
"Gorasp2",38.124466,43.444584,36.621978,36.209941,33.354075,42.531484
"Clca3a1",1.279007,2.195976,1.284901,1.814058,0.727446,1.154674
"Ppp1cb",53.7254,49.622303,45.661923,33.49761,38.125546,34.85633
"Cyp4a10",0,0,0.070415,0,0.105556,0.017715
"Cyp4a12a",0,0.027079,0.020761,0,0,0
"Gm10663",0,0,0,0,0,0
"1110032F04Rik",0.18787,0.269217,0.05845,0.063221,0.06488,0.386884
"Aox2",0,0,0,0.062915,0,0.049795
"Mars2",1.049081,1.042789,1.035526,0.905896,1.040899,1.100508
"Haus3",7.25474,7.786422,6.369229,8.689965,4.667082,3.187735
"2-Mar",67.81625,49.917072,47.939234,62.562836,77.317212,64.227007
"Fli1",5.487135,6.392726,8.200749,7.182717,5.241926,7.856562
"Gm10413",0,0,0,0,0,0
"Gm21983",0.140937,0.740672,0.259046,0.465166,0.290909,0.082493
"NewGene_3574",0,0,0.168066,0,0,0
"Gm2012",0,0,0,0,0,0
"NewGene_1059",0,0,0.117686,0,0.082573,0.112836
"Pcdhga2",0.142472,0.098148,0.132051,0.120196,0.830299,0.413587
"Tmem125",0.869802,1.677016,1.153544,1.633542,0.958605,1.287985
"Zfp940",0.436195,0.512775,0.659817,0.317681,0.330224,0.613941
"Atp5k",78.043434,63.367088,22.525265,92.593826,107.201189,69.833344
"Olfr958",0,0,0,0,0,0
"NewGene_4109",0,0,0,0.268948,0,0
"NewGene_4108",0.073459,0.056746,0.209894,0,0,0.278288
"Nlrp14",0,0,0,0,0,0
"Arfgef1",9.404543,9.499619,12.837032,7.294064,7.501101,7.626935
"NewGene_4103",0.23233,0.521198,0.342013,0.754668,0,0.506633
"Speer3",0,0,0,0,0,0
"Olfr976",0,0,0,0,0,0
"Slc25a22",32.318938,24.423621,25.940259,29.534197,52.764335,35.263664
"Gtsf2",0,0.052951,0,0,0,0
"Tmem69",10.509015,7.194584,12.72499,6.429919,9.843267,9.694985
"Zfp113",1.3722,1.538098,1.097778,1.110038,0.917702,1.048791
"Scin",0.594623,0.8703,0.817249,0.581076,0.453548,0.845292
"Colec11",0.778067,0.275463,1.069232,1.039877,0.375598,1.126857
"Vmn1r238",0,0,0,0,0,0
"Tma7",31.262848,39.844871,30.664081,49.82068,43.623962,34.093814
"Cldn20",0.034805,0,0,0.029951,0,0
"Olfr102",0,0,0,0,0,0
"Olfr11",0,0,0,0,0,0
"Pank3",27.028633,31.120644,83.344086,68.770866,39.146221,42.703396
"Unc45b",15.02872,15.878462,13.679703,13.275771,20.398341,18.586403
"Fndc8",0.055213,0.062178,0.116848,0.200954,0.290364,0.211854
"Rad51d",4.841851,5.475198,6.393112,6.949007,5.683439,6.160003
"Wwc1",5.910625,10.39113,4.116722,3.234323,2.795545,3.449986
"Rars",14.516255,18.20307,21.972109,15.14466,13.767825,18.347382
"Tmc3",0.176002,0.265654,0.304835,0.133112,0.165132,0.25041
"Srd5a2",0.031575,0.039731,0,0.022622,0.106758,0.061527
"Pcid2",7.605849,9.051946,8.328456,8.989767,7.563922,10.965859
"BC028528",15.354016,7.133263,11.276661,8.114469,21.413389,11.606061
"Inip",3.029447,4.197585,4.721211,4.188811,3.137627,5.181655
"Cul7",3.365561,4.539701,5.300279,4.992886,5.308964,5.948755
"Ranbp9",19.353518,19.02474,29.601942,20.515307,17.545654,17.979531
"Gm6356",0.204996,0.16661,0.317006,0.246523,0.1129,0.113158
"Fads1",66.485329,91.543198,70.631485,60.57901,40.958366,54.031979
"Plcd1",5.206962,4.906217,5.642496,6.801989,7.318646,6.816855
"Tvp23b",22.048466,27.92284,23.351593,22.066795,19.555502,19.81572
"Pik3cg",0.773638,1.301105,1.586704,0.634784,0.281549,1.444318
"NewGene_4817",0.092052,0,0,0.076497,0,0
"NewGene_4816",0,0,0,0.493072,0.043935,0.133883
"NewGene_4815",0.158738,0,0,0.189782,0.477526,0.092911
"Gpatch11",4.798315,5.446819,5.580328,6.381939,4.778588,4.846646
"Gm10181",0,0,0,0,0,0
"NewGene_4811",0,0,1.758727,1.415681,0.369817,0
"NewGene_4810",0,0,0.130418,0.148835,0.054294,0.068482
"Mapk7",2.329546,3.346372,3.124459,3.101443,2.301918,3.391868
"Sgf29",10.996708,13.736087,12.851659,14.722646,12.523815,14.062015
"Nupr1",47.624719,62.331937,69.812311,59.559427,49.739883,58.2257
"Sult1a1",51.310926,69.835687,156.69981,131.182752,59.276486,103.094952
"Klk7",0,0.039407,0,0,0,0
"Ppme1",13.533862,11.833326,13.196514,11.103792,12.241937,14.275804
"Gm8011",0,0,0,0,0,0
"Kcne1",0.039944,0.035517,0,0,0,0
"Col6a3",7.440489,7.947074,20.54018,23.074566,9.860839,26.481853
"Entpd1",7.115259,9.006177,10.201868,5.550968,4.496782,10.006458
"Hnrnpu",24.921511,31.34134,39.776541,32.460668,24.472097,33.36483
"Lonrf1",3.449434,3.051929,2.900204,3.287875,2.64902,3.16238
"Ccdc151",0.045016,0,0.121609,0.045539,0.048354,0.050567
"3300002I08Rik",0.254129,0.22458,0.440437,1.061208,0.392271,0.624411
"Zfp189",2.078464,2.067759,3.452273,3.169417,1.686876,1.797336
"Coro7",4.382444,5.373494,4.945978,4.956973,4.640757,7.283303
"Adprhl1",17.739609,5.614272,4.459318,3.482418,11.816417,5.583751
"Atp4b",1.901281,0.767456,0.745746,0.593521,0.797714,1.248661
"Agap1",3.180982,3.278337,4.043068,2.485097,2.159528,3.617375
"F7",0.070462,0,0.04409,0.057508,0.1574,0.047986
"Atp11a",7.559571,12.33043,10.49373,7.385163,6.033162,8.561074
"Cul4a",23.593295,22.002874,28.719182,23.319968,23.756093,25.17186
"Lamp1",307.8815,278.59259,359.035492,272.043823,329.207794,359.563171
"F10",0.079585,0,0.073327,0.048353,0.024697,0.257629
"Proz",0.24584,0.300116,0.217318,0.332432,0.150667,0.2588
"Trip6",9.909771,16.952118,10.544845,13.913016,9.865187,11.446222
"Clec4n",2.787644,5.287464,1.177931,1.040575,1.038243,2.349896
"Mx2",0.35272,0.652642,0.485186,0.584276,0.405431,0.37703
"Ldlrap1",3.283585,3.836038,3.727768,3.967931,4.564656,4.543458
"Lsm1",5.103081,5.933354,5.277401,7.251781,7.080729,6.761341
"Gle1",8.990987,11.810404,11.752368,10.244058,9.328017,11.228873
"Mrpl24",42.840293,45.521146,37.901536,43.514511,49.039345,43.325779
"Olfr296-ps1",0,0,0,0,0,0
"Zfp2",1.778084,1.561981,2.572963,2.51372,1.767656,1.797625
"L3hypdh",17.035889,11.597987,13.932316,16.890335,23.734982,17.460947
"Amn",0.228548,0.464137,0,0.11305,0.15691,0.460668
"Cdc42bpb",10.098423,10.679927,11.946218,8.867422,9.622982,12.821285
"Krt90",0,0,0,0,0,0
"Vmn1r26",0,0,0,0,0,0
"Mex3d",3.19921,4.490912,2.925333,4.089005,2.65705,3.879707
"Cinp",10.273667,10.7642,11.047309,11.482425,10.067587,11.550245
"Krtap4-6",0,0,0,0,0,0
"Olfr435",0,0,0,0,0,0
"Zfp839",2.484022,2.709,1.875688,2.011311,2.307269,2.139231
"Fdft1",46.306473,33.405471,32.65138,38.829786,46.756932,45.090132
"Rsph10b",0.110533,0.125965,0.03196,0.159089,0.104761,0.0184
"Fundc2",24.535748,27.002142,30.375198,27.470695,31.807417,24.762226
"Gm9040",0.021546,0.020096,0.002505,0.03318,0.02978,0.019458
"4931400O07Rik",0,0,0,0,0,0
"Mib2",7.800963,8.568224,7.302173,6.683556,8.062743,6.928873
"F8",0.165569,0.179159,0.283816,0.215909,0.113686,0.155569
"Vbp1",19.637957,22.021842,22.269159,20.733,14.489361,14.033127
"Gnb1",79.015288,87.385331,83.421596,75.671922,81.470121,90.695752
"Mrpl20",87.099318,57.021435,50.818025,64.483461,111.539393,71.092238
"D330020A13Rik",0,0.018937,0,0,0,0.014228
"Ptges3l",5.304524,8.431791,8.482101,12.004277,10.171055,8.353926
"Usp7",16.352859,17.657761,23.147404,15.760014,14.492285,16.916361
"Pmm2",21.085018,16.799659,18.350737,17.220216,20.303582,19.269258
"Gm6337",0,0,0,0,0,0
"Vmn2r80",0,0,0,0,0,0
"Fbln5",6.991932,6.025308,10.605709,9.742564,6.904159,11.022563
"Figla",0,0,0,0,0,0
"Dglucy",6.763091,4.37413,7.951172,5.877261,7.501767,6.746739
"Ccdc88c",1.97969,2.926742,2.878515,1.720178,2.123238,2.616056
"Scrib",4.675962,6.170989,5.334895,5.032566,4.72054,5.521272
"Rps6ka5",1.938281,2.210347,3.169356,1.720492,1.606347,2.061807
"Plec",9.035947,9.424048,10.289875,6.99903,10.301585,11.871626
"Grina",141.513082,178.364157,181.710961,207.743127,204.176866,210.571222
"Zbtb49",0.846534,1.470923,0.789116,1.370989,1.057664,0.852908
"Gpaa1",13.668127,17.245511,9.749176,15.851046,17.632239,17.4918
"Slc52a2",3.86447,3.560772,1.704578,2.633699,4.32043,3.339781
"Trip11",3.881812,3.829532,4.571304,3.533217,3.126243,2.807558
"Oplah",38.622179,19.998997,22.97086,21.892619,52.564173,34.638715
"Nat8",0.595392,1.199271,0.392093,0.308585,0.506092,0.186276
"Eif2s3y",0,0,0,0,0,0
"Ddx3y",0,0,0,0,0,0
"Zfp13",1.195225,2.075033,1.328215,1.931567,1.254084,1.422285
"Tnpo3",12.125399,13.786372,17.354488,12.500231,11.469704,14.440458
"Gmfb",18.543031,17.453257,24.783026,19.551751,15.525049,15.561828
"Slc25a31",0.134812,0.214461,0.127758,0.106606,0.162588,0
"Grhpr",35.871631,34.270155,30.044319,42.653439,46.352581,45.48435
"Fam49a",3.250103,3.239014,4.761524,3.282114,2.262239,3.262108
"Cnot3",8.600054,12.557045,9.38644,9.22631,8.493456,10.73131
"Laptm4a",244.468719,278.374969,366.342102,276.571747,252.939926,321.5065
"Agr2",0.152316,0.101215,0,0,0,0
"Rock2",10.812743,10.760482,21.485914,13.198932,10.260081,10.771542
"Matn3",0,0,0,0,0,0
"Allc",0,0,0,0,0,0
"Fkbp1b",0.537154,1.106797,0.72397,0.769161,0.875314,1.560186
"Ubxn2a",19.711069,14.306536,18.992241,12.767043,11.791318,9.375127
"Dcdc2c",0,0,0,0,0,0
"Rnaseh1",4.023632,5.153184,4.915914,5.331228,4.711718,5.676378
"Pfn4",0.381459,0.02271,0.160774,0.071568,0.447787,0.198966
"Cmpk2",5.99363,8.095217,4.135339,3.362736,2.625567,3.41239
"Fga",0,0,0.071133,0,0,0
"Lrat",0.117351,0.068225,0.350826,0.435414,0.128504,0.251015
"Sfxn2",0.910387,1.305364,1.184965,1.566351,0.941581,1.264383
"Maoa",4.239491,5.773606,10.543077,5.584743,5.478128,6.107543
"Trim8",11.943764,19.112066,10.936521,13.243151,12.865654,13.90742
"Snx7",6.554566,6.638275,8.781669,7.372253,5.709461,7.049643
"Asic5",0,0,0,0,0,0
"Efhc2",0,0.081259,0.07521,0,0.141971,0.05194
"Acot1",14.702303,23.248506,8.253979,11.025258,21.239698,15.796673
"Sod3",51.012695,46.302162,37.206203,44.072559,67.234497,62.52655
"Ptgr2",47.923488,28.928908,45.916158,35.992015,52.417576,42.420524
"Nup62cl",0.127386,0.077429,0.023765,0,0.14171,0.110905
"Ripply1",0,0,0,0.207266,0,0
"Lbhd2",0,0.158561,0,0.041747,0,0
"Nol11",6.005396,6.411953,8.988207,6.399509,6.927558,7.636485
"Rlbp1",0.021203,0,0,0,0,0
"1110008P14Rik",63.140284,57.115271,29.42431,50.050082,64.573886,50.883373
"Zic1",0.644113,0.222586,0.131944,0.01125,0.070581,0.211383
"Adk",44.454871,37.038395,45.042337,37.485979,40.430253,43.681571
"Rbpj",5.19953,5.164964,6.955361,5.14141,4.119381,7.551169
"Nlrc4",0.10694,0.199766,0.221417,0.211792,0.132669,0.237533
"Mpp3",0.815023,1.32587,0.824763,0.854061,1.164259,0.684069
"Il1rapl1",0,0,0.005506,0,0,0.016219
"Hcrtr2",0,0,0,0.010726,0,0
"Ptchd3",0,0,0,0,0,0
"Zdhhc1",6.703963,9.833484,8.00181,9.638229,9.261476,10.651996
"Actn2",88.464478,61.659416,65.290482,21.664434,75.539917,70.772522
"Sirpa",15.477858,18.918933,23.456966,14.558833,11.769027,22.673988
"Bri3bp",3.835762,3.91875,3.106101,3.174841,4.868152,3.981778
"Ankrd9",13.758225,11.433864,7.998756,13.848442,25.5888,17.959187
"Ankrd13b",3.303766,5.510975,3.452048,3.520407,2.368503,4.764808
"4930539E08Rik",0.058782,0.027997,0.076788,0.033114,0.028987,0.081988
"Neurog1",0,0,0,0,0,0
"Gm47189",0,0.123262,0,0.285018,0.286116,0.053528
"NewGene_5832",0,0,0.196401,0.157358,0.161424,0
"Olfr1167",0,0,0,0,0,0
"Ccdc78",0,0.042324,0.057885,0,0.070737,0.174565
"Naip5",0.206995,0.358985,0.32346,0.292463,0.166858,0.404094
"Gm20897",0,0,0,0,0,0
"Gml2",0,0,0,0,0,0
"Gm4841",0.101703,0.714438,0.36334,0.448958,0.221068,0.86503
"NewGene_381",0,0,0.167613,0,0,0
"Gm8225",0,2.195428,0.057206,0.042377,0.055256,0
"NewGene_383",0.781063,0.716937,0.946644,1.323027,0.773901,0.93498
"NewGene_388",0.343831,0,0,0,0,0
"NewGene_389",75.385048,156.121216,75.889763,118.671181,99.805153,61.64452
"Lss",10.272836,9.072022,6.523084,9.323936,6.319543,8.597956
"Rnf125",5.334529,6.151818,6.626868,2.305003,2.611305,3.99499
"Slc7a6os",9.103072,14.245256,11.001686,15.110909,11.545856,12.613088
"Kirrel2",0.015694,0,0,0,0,0
"Cdc14b",1.077324,1.438978,1.867842,0.870427,1.155725,0.772474
"Ripk4",4.92764,8.361482,8.217799,8.133062,4.689284,7.711761
"Olfr812",0,0,0,0,0,0
"Olfr1257",0,0,0,0,0,0
"Gnaq",7.138533,8.878054,9.41145,7.219955,4.996383,6.557744
"Hsd17b7",2.08972,1.755036,2.283867,2.561927,1.99697,2.26535
"Ddr2",5.22279,3.990891,13.015734,5.080584,3.833126,8.051937
"Ccdc3",15.733924,16.949572,41.411392,24.069002,19.673483,25.268503
"Uap1",21.209468,18.936757,35.037231,25.002273,20.583142,31.458548
"Optn",17.06641,12.279475,15.377315,11.618393,20.714631,14.711231
"Enkur",0.201533,0.451143,0.146505,0.286893,0.27779,0.237749
"Rgs5",52.114987,36.407316,61.094639,38.330412,48.509959,35.68169
"Rufy1",7.657985,8.45391,8.182039,7.876866,8.450765,10.087759
"Kcp",4.112879,0.286465,0.672151,0.236025,2.503937,0.668379
"Olfr1201",0,0,0,0,0,0
"Nipa2",8.473324,7.212971,8.634865,7.307879,6.145454,6.260785
"Oca2",0,0,0,0,0,0
"Herc2",3.446699,3.529479,5.794107,3.549165,2.985436,3.94015
"Ino80d",1.471705,2.163819,2.241069,1.609581,1.397185,1.43145
"Rsph6a",0,0,0,0,0,0
"Begain",0.236922,0.422278,0.248193,1.093577,0.238755,1.060599
"Crocc",0.321349,0.480285,0.376417,0.344746,0.375509,0.44527
"Atp1a2",101.679063,71.507495,108.400059,66.768579,151.753994,99.91175
"Srarp",0.250146,0.081113,0.21336,0,0,0.060196
"Lrrc8b",5.518283,3.103992,5.219667,3.396801,4.360327,4.206783
"NewGene_5835",0,0,0,0,0,0.451957
"2010300C02Rik",2.093047,4.759395,1.022548,0.777781,0.685448,1.049951
"Asnsd1",20.805376,22.126965,22.650512,21.636343,22.803833,17.450394
"Stk17b",8.894654,7.966151,8.864416,6.289942,5.871889,8.135894
"Ormdl1",5.878493,7.475779,7.361479,7.023351,6.454006,6.295511
"Osgepl1",10.956841,8.27169,11.510005,8.503008,11.603337,9.548266
"Pms1",0.778848,1.212335,1.1343,0.616274,0.529886,0.717693
"Nkg7",3.809025,4.750161,3.722952,3.657206,1.395842,6.194613
"Etfb",491.928868,272.490123,289.671646,344.360412,802.636492,462.362
"Btbd2",14.176062,18.786671,12.491076,16.39305,18.233145,21.448852
"Csnk1g2",43.921989,50.030048,39.437262,47.836905,44.725697,50.488521
"Abhd17a",47.18693,50.714764,20.357809,47.562414,55.172343,51.987675
"Atp8b3",0,0.008831,0,0,0,0
"Vmn2r29",0.044673,0.015806,0,0,0,0
"Mob3a",7.648957,10.332654,8.571036,9.032405,5.258606,12.759339
"Rpl24",345.160706,489.35849,306.570709,443.76886,359.374359,362.634186
"Olfr952",0,0,0,0,0,0
"Bex4",0,0.169595,0.178227,0.301563,0,0.053092
"Bri3",50.228867,43.50013,22.594906,48.972582,64.867691,45.232163
"Diras2",0.315095,0.45138,0.233419,0.147933,0.13577,0.334948
"Fndc11",0,0,0.033407,0.058172,0,0.061823
"NewGene_2951",0.41914,0.805176,0.627027,0.565992,0.139023,0.436268
"Gm8693",0,0,0,0,0,0
"Gm15091",0,0,0,0,0,0
"Tppp2",0.200877,0.063536,0,0.131393,0,0.116008
"Slc38a8",0,0,0,0,0.011708,0
"Foxj1",0.423845,1.179402,0.248641,0.430151,0.220768,0.452782
"Rhov",1.572111,4.929715,1.886464,2.908723,1.45194,2.809496
"Gpc1",12.579811,12.774853,12.302848,10.146613,13.337458,14.351199
"NewGene_2955",0.366815,0,0.427849,1.066429,0.114816,0.855843
"BC029722",28.949493,24.744514,23.875385,32.144806,30.191975,29.470221
"Cpne1",10.562306,11.382497,13.593462,11.990563,8.504231,11.249862
"Zbtb33",3.977885,5.732267,4.654711,3.561629,3.212537,3.281379
"NewGene_2957",0.187467,0.275927,0.302739,0.194457,0.347374,0.646595
"Fam83c",0.019601,0,0.01266,0,0,0
"6430550D23Rik",0.811223,0.515249,0.2256,0.411857,0.655601,0.261333
"Dazap1",14.215069,16.062451,13.545818,16.336436,14.915029,17.358129
"B3gat1",0,0,0,0.010422,0.06155,0.003882
"Smarcd3",18.441868,18.875909,16.257057,16.034498,26.858639,17.891158
"Nol9",4.593165,5.373191,5.74579,5.501214,5.02389,6.90355
"Onecut2",0,0,0,0,0.005847,0
"Rheb",56.818222,59.583149,54.864765,60.421959,56.794987,56.514618
"Prkag2",13.324966,12.520031,14.0415,16.186215,15.67206,17.928254
"Hes3",0,0,0,0,0,0.025286
"Hes2",0,0.015403,0,0.032005,0,0
"Espn",0.409726,0.452849,0.377411,0.420687,0.286909,0.360971
"Nbr1",28.970218,30.732228,36.052666,21.546706,22.856561,26.401387
"Foxc2",0.267608,0.140453,0.228158,0.114667,0.23399,0.508713
"Ifit1bl1",0.114,0.03049,0.131367,0.054033,0.081522,0.089166
"Vmn1r67",0,0,0,0,0,0
"Igbp1b",0,0,0,0,0,0
